2000,1.8906795573592206E-12
4000,1.5697165789418932E-12
6000,2.006224353312547E-12
8000,2.6001936714870057E-12
10000,3.2832309093677736E-12
12000,3.835643469507488E-12
14000,4.571495682004212E-12
16000,4.83995732381004E-12
18000,5.657497248456878E-12
20000,6.307036004571387E-12
22000,7.087465059285591E-12
24000,7.90583820631241E-12
26000,9.685433566275493E-12
28000,9.761244035288996E-12
30000,1.1301258817653093E-11
32000,1.1609353478547745E-11
34000,1.2402241456044295E-11
36000,1.3811944921116037E-11
38000,1.3634289253161568E-11
40000,1.4182518492944496E-11
42000,1.5407493059171882E-11
44000,1.6782150114025286E-11
46000,1.8038176508028415E-11
48000,1.8909054322335805E-11
50000,2.018674338799542E-11
52000,2.0222272745229476E-11
54000,2.1194679344915813E-11
56000,2.2803532395698766E-11
58000,2.2949049327536386E-11
60000,2.290381218017501E-11
62000,2.410533550545324E-11
64000,2.5430362260436823E-11
66000,2.44915265845691E-11
68000,2.5688569049719945E-11
70000,2.819304567580616E-11
72000,2.9520641486868725E-11
74000,2.8436735188819284E-11
76000,3.013400196039129E-11
78000,3.027949668776842E-11
80000,3.1814904044580316E-11
82000,3.1671880673656006E-11
84000,3.11897196958455E-11
86000,3.164541517719499E-11
88000,3.1580158488253577E-11
90000,3.092121447778595E-11
92000,3.174673413042228E-11
94000,3.1492726204618294E-11
96000,3.1540048350819916E-11
98000,3.097417877739872E-11
100000,3.06155500950922E-11
