2000,0.344419952
4000,0.373420133
6000,0.638432167
8000,0.96358425
10000,1.403325017
12000,1.949044893
14000,2.556925037
16000,3.145432935
18000,3.889448363
20000,4.824451926
22000,5.76461872
24000,6.993910741
26000,8.995185843
28000,9.855168137
30000,11.980259897
32000,12.753041129
34000,14.640078649
36000,16.924625826
38000,17.724096109
40000,19.831612608
42000,21.964876541
44000,25.355227058
46000,27.606623847
48000,30.097354083
50000,33.0226518
52000,34.880493445
54000,37.333656015
56000,41.445639213
58000,44.306262225
60000,45.735499565
62000,49.608899948
64000,52.667034284
66000,51.851416533
68000,57.03582579
70000,63.761925798
72000,69.047076097
74000,68.948797751
76000,73.452560531
78000,75.594604718
80000,82.245403299
82000,83.73578931
84000,85.383284124
86000,87.733105255
88000,89.310426421
90000,88.835332494
92000,93.187864678
94000,94.915624775
96000,97.400302242
98000,97.180231568
100000,99.125144182
