2000,0.644641316
4000,0.444923155
6000,0.784030455
8000,1.20078293
10000,1.618866707
12000,2.346720154
14000,3.118756503
16000,3.726018318
18000,4.658226927
20000,5.58270139
22000,6.810651785
24000,8.86043226
26000,10.571229501
28000,10.656629731
30000,11.682485186
32000,13.355460904
34000,17.03709837
36000,19.326581682
38000,20.910300178
40000,21.792334397
42000,25.769915916
44000,24.800467828
46000,27.540936033
48000,29.196633864
50000,32.058662139
52000,34.655747428
54000,36.154558957
56000,39.897678245
58000,41.534687243
60000,44.329810009
62000,50.841346936
64000,52.346044301
66000,62.568221177
68000,61.87590135
70000,60.302568253
72000,63.076402303
74000,66.723027645
76000,93.111229418
78000,73.948210973
80000,82.662190921
82000,82.728907463
84000,82.906254876
86000,82.73686379
88000,85.48084098
90000,86.256136779
92000,89.411347463
94000,90.753322593
96000,92.446227486
98000,94.948057256
100000,97.386984696
