2000,2.88916294
4000,2.493899952
6000,3.244447064
8000,3.798305044
10000,4.635822348
12000,6.5483745
14000,6.592936375
16000,6.569842488
18000,7.121145901
20000,7.592713301
22000,8.30814733
24000,8.844702785
26000,9.485223854
28000,10.134285182
30000,10.854750067
32000,11.383773085
34000,11.979372866
36000,12.640971393
38000,13.408034625
40000,13.824002533
42000,14.573728342
44000,15.175724725
46000,15.814462908
48000,16.412139266
50000,17.081985346
52000,17.701733553
54000,18.361148993
56000,18.990244215
58000,19.45309469
60000,20.193427415
62000,20.76477714
64000,21.453024166
66000,22.043580671
68000,22.753505699
70000,23.297570741
72000,24.068461611
74000,24.676888271
76000,25.182949095
78000,25.944368615
80000,26.469327751
82000,27.289584332
84000,27.870733707
86000,28.57420598
88000,28.918271769
90000,29.32068262
92000,32.997974376
94000,36.317360626
96000,33.517368901
98000,32.409779115
100000,32.812863862
