2000,1.6633317556666667
4000,2.0163014483333335
6000,2.4109102706666667
8000,3.0773699526666665
10000,3.415053813
12000,3.974036463333333
14000,4.5045621313333335
16000,4.923362356666667
18000,5.508808167000001
20000,5.870451595
22000,6.390098652333333
24000,7.163427910666667
26000,7.488193049333333
28000,7.968546016333334
30000,8.543781466666667
32000,8.847793335
34000,9.331540948666666
36000,10.047288355000001
38000,10.207937833333334
40000,11.085348449
42000,11.447736351666668
44000,11.812789361333332
46000,12.276561343666666
48000,12.802435598999999
50000,13.362700069666666
52000,13.800148103
54000,14.341756382333335
56000,14.784043560666667
58000,15.211118446999999
60000,15.966607689333335
62000,16.490841983333333
64000,16.866175673
66000,17.356906749
68000,18.048742428666667
70000,18.264843698
72000,18.960543380333334
74000,19.595495674333332
76000,20.185073467
78000,20.563764437333333
80000,20.859692726333332
82000,21.523170359333335
84000,22.056994296333333
86000,22.331668272666665
88000,22.832726569000002
90000,23.14038305833333
92000,23.843330062333333
94000,24.219837425333335
96000,24.539710836
98000,25.464079029999997
100000,25.817239492333332
